gvkey,tic,cusip,conm,cik
40708,GFOF,26922B725,GRAYSCALE FUTURE OF FINA ETF,
40713,BNGE,33738R647,FIRST TRUST NET STREAMNG ETF,
40714,WINN,41151J406,HARBOR LONG-TERM GROWERS ETF,
40715,NETZ,29287L205,TCW TRANSFORM SYSTEMS ETF,
40723,AREB,02919L307,AMERICAN REBEL HOLDINGS INC,1648087
40726,HYLD.,40736Q109,HAMILTON ENHD US CD CALL ETF,
40727,WGMI,91917A207,VALKYRIE BITCOIN MINERS ETF,
40728,WRND,45409B255,NYLI GLOBAL EQ R&D LDERS ETF,
40729,LRND,45409B263,NYLI US LG CP R&D LEADRS ETF,
40730,MRND,45409B271,IQ US MID CAP R&D LDRS ETF,
40731,PRAY,78433H204,FIS CHRISTIAN STOCK FUND,
40732,QEE.,55455L107,MACKENZIE EMRG MKT EQ IX ETF,
40734,BUFB,45783Y756,INNOVATOR LADDER ALL BR ETF,
40739,BFIX,12009B101,BUILD BOND INNOVATION ETF,
40740,LETB,00768Y347,ADVISORSHARES L B AI P M ETF,
40741,SLTA,83499G934,SOLTA MEDICAL CORP -REDH,1880175
40742,HYRM,23306X100,XTRACKERS R M USD H Y S ETF,
40743,CARB.,379945108,GLOBAL X CARBON CREDITS ETF,
40745,NSSB.,63947C107,NBI SUSTAINABLE CN S T B ETF,
40746,HGER,41151J505,HARBOR COMM ALL-WTH STRT ETF,
40747,ZBI.,055982102,BMO CANADIAN BK INCM IX ETF,
40748,MNTO.,604474106,MINTO METALS CORP,948695
40749,GCLN,38149W754,GOLDMAN SACHS BB C E E ETF,
40750,PABU,46436E411,ISHARES PARIS-A C MI USA ETF,
40758,ZIMV,98888T107,ZIMVIE INC,1876588
40761,CDX,82889N830,SIMPLIFY HG YD PLS CR HG ETF,
40762,AGGH,82889N723,SIMPLIFY AGGREGATE BOND ETF,
40763,,41753N102,HARVEST DIVERSIFIED M IN ETF,
40765,XHYF,09789C309,BONDBLOXX U H Y B F R S ETF,
40766,XHYD,09789C200,BONDBLOXX U H Y B C NC S ETF,
40767,XHYH,09789C408,BONDBLOXX USD H Y B H S ETF,
40768,XHYE,097890107,BONDBLOXX USD H Y B E S ETF,
40769,XHYT,09789C507,BONDBLOXX U HY B T M T S ETF,
40770,XHYI,09789C606,BONDBLOXX USD H Y B I S ETF,
40771,DGIN,92189H789,VANECK DIGITAL INDIA ETF,
40772,FSYD,316092212,FIDELITY SUSTAINABLE H Y ETF,
40773,GEMD,381430388,GOLDMAN SACH A E M USD B ETF,
40774,HYBL,78470P846,SPDR BLACKSTONE HGH INCM ETF,
40775,WBAT,97717Y592,WISDOMTREE BAT V C & IN FUND,
40776,XHYC,09789C101,BONDBLOXX US H Y B C C S ETF,
40781,RVSN,M8186D122,RAIL VISION LTD,1743905
40783,WLDS,M97838102,WEARABLE DEVICES LTD,1887673
40784,JFBR,M61472128,JEFFS BRANDS LTD,1885408
40788,CLSE,89834G760,CONVERGENCE LONG/SHORT E ETF,
40793,HAPY,41151J604,HARBOR HUMAN CAPITAL F U ETF,
40794,CGUS,14020V108,CAPITAL GROUP CORE EQUIT ETF,
40795,DJIA,37960A859,GLOBAL X DOW 30 COVER CL ETF,
40796,CGGO,14020X104,CAPITAL GROUP GLOB GR EQ ETF,
40797,DUHP,25434V831,DIMENSIONAL US HIGH PROF ETF,
40798,CGGR,14020G101,CAPITAL GROUP GROWTH ETF,
40799,DFAR,25434V823,DIMENSIONAL US REAL ESTA ETF,
40800,CGCP,14020Y102,CAPITAL GROUP CORE PL IN ETF,
40801,CGDV,14020W106,CAPITAL GROUP DIVND VAL ETF,
40802,CGXU,14019W109,CAPITAL GROUP INTL FO EQ ETF,
40803,DFSV,25434V815,DIMENSIONAL US SML CP VA ETF,
40814,CBNK.,62580L101,MULVIHILL ENH YD CAN BK ETF,
40816,TECE.,30053E300,EVOLVE FAN ETF (CAD HEDG UT),
40817,CBUG.,12567L103,CI DIGITAL SECURITY INDX ETF,
40818,CDNA.,12545U100,CI BIO-REVOLUTION INDEX ETF,
40819,HAUS,886364587,RESIDENTIAL REIT ETF,
40827,TOWR.,05592J101,BMO BROOKFIELD GLOBAL R ETF,
40828,GRNI.,05592H105,BMO BROOKFIELD GL RE IN FUND,
40829,GV,92838F200,VISIONARY HOLDINGS INC,1892274
40833,ANTX,037326105,AN2 THERAPEUTICS INC,1880438
40835,TACK,14064D550,FAIRLEAD TACTICAL SECTOR ETF,
40836,IPPP,53656F219,PREFERRED PLUS ETF,
40837,IPDP,53656F193,DIVIDEND PERFORMERS ETF,
40839,PSTP,45783Y723,INNOVATOR PO B STEP UP S ETF,
40840,BSTP,45783Y731,INNOVATOR BU STEP UP ST ETF,
40841,CTA,82889N699,SIMPLIFY MANAGED FUT ST ETF,
40842,DAM,92189H763,VANECK DIGITAL ASSETS MI ETF,
40846,IBHI,46436E379,ISHARES I 2029 T H Y A I ETF,
40847,IBHH,46436E387,ISHARES I 2028 T H Y A I ETF,
40849,XPON,30218B100,EXPION360 INC,1894954
40855,ECBK,26828M106,ECB BANCORP INC,1914605
40856,JCSE,G50875205,JE CLEANTECH HOLDINGS LTD,1905511
40860,MSTQ,26922B733,LHA MARKET STATE TACTL Q ETF,
41037,KGHG,500767520,KRANESHARES GL CRB TRANS ETF,
41039,GDE,97717Y568,WISDOMTREE EF G PL EQ STY FD,
41040,GLOV,38149W739,GOLDMAN SC AB W L V P EQ ETF,
41041,AVSU,025072281,AVANTIS RESPONSIBL US EQ ETF,
41042,AVSD,025072299,AVANTIS RESP INTL EQUITY ETF,
41043,VERS,74347G325,PROSHARES METAVERSE ETF,
41048,GIVXF,37638G106,GIVEX CORP,
41050,EMBC,29082K105,EMBECTA CORP,1872789
41051,VRAX,G9495L125,VIRAX BIOLABS GROUP LTD,1885827
41053,STSS,82003F101,SHARPS TECHNOLOGY INC,1737995
41059,ESAB,29605J106,ESAB CORP,1877322
41061,RHCB,09661T842,BNY MELLON RP HZ CO BD ETF,
41067,EKG,33719L106,FIRST TRUST NQ LX DG H S ETF,
41070,ROCI,02072L821,ROC ETF,
41071,DFIS,25434V773,DIMENSIONAL INTL SML CAP ETF,
41072,DISV,25434V781,DIMENSIONAL INTL SM CA V ETF,
41073,DFIC,25434V799,DIMENSIONAL INTL CR EQ 2 ETF,
41074,DIHP,25434V765,DIMENSIONAL INTL HH PRFY ETF,
41076,PEGY,72303P305,PINEAPPLE ENERGY INC,22701
41080,CRIT,301505525,OPTICA RARE ER & CRL MTL ETF,
41082,STRW,863182101,STRAWBERRY FIELDS REIT INC,1782430
41083,BGXX,10920G100,BRIGHT GREEN CORP,1886799
41084,CRBG,21871X109,COREBRIDGE FINANCIAL INC,1889539
41087,AVSE,025072315,AVANTIS RSP ERG MRKT EQ ETF,
41088,SEMI,19761L870,COLUMBIA SEMICONDUCTR & TECH,
41089,UVIX,92891H507,2X LONG VIX FUTURES ETF,
41090,SVIX,92891H101,-1X SHORT VIX FUTURES ETF,
41096,GDVD,66538H195,COPPER PLACE GLBL DVND GRWTH,
41097,OACP,90470L519,ONEASCENT CORE PLUS BOND ETF,
41098,RPHS,90214Q642,REGENTS PARK HDD MKT STY ETF,
41102,AIRL,882927106,THEMES AIRLINES ETF,
41105,PMEC,Y708VV108,PRIMECH HOLDINGS LTD,1891944
41108,DBND,25861R105,DOUBLELINE OPPORTUN BOND ETF,
41109,MBNE,78470P853,SPDR NUVEEN MPL BD ESG ETF,
41111,DC,46655E100,DAKOTA GOLD CORP,1852353
41114,INQQ,301505558,INQQ THE INDIA INTERNET ETF,
41118,HLVX,43157M102,HILLEVAX INC,1888012
41119,NBDS,64135A200,NEUBERGER BERMAN DSRPTER ETF,
41120,NBCC,64135A309,NEUBERGER BN NX GN CD CR ETF,
41121,SUPL,74347G317,PROSHARES SPLY CHN LGTIC ETF,
41122,NBCT,64135A101,NEUBERGER BRN CBN TN IFR ETF,
41123,CNRSF,136427101,CANADIAN NORTH RESOURCES INC,
41127,ONFO,68277K207,ONFOLIO HOLDINGS INC,1825452
41132,MAIA,552641102,MAIA BIOTECHNOLOGY INC,1878313
41134,JCPI,46654Q104,JPMORGAN INFLATIN MGD BD ETF,
41135,ODDS,69374H394,PACER BLUESTAR DIGI ETMT ETF,
41136,CGHY.,12568N108,CI GLOBAL HIGH YD CRT PVT PL,
41139,GUSA,38150W107,GOLDMAN SH MKB US1000 EQ ETF,
41143,GRNR,37960A842,GLOBAL X GREEN BUILDING ETF,
41148,CFRT.,17163R107,CI FLOATING RATE INCOME FUND,
41151,ARVR,33734X762,FIRST TRUST INDXX METAVE ETF,
41152,WEED,53656F128,ROUNDHILL CANNABIS ETF,
41153,LRHC,50172T103,LA ROSA HOLDINGS CORP,1879403
41159,FMET,316092188,FIDELITY METAVERSE ETF,
41160,FDIG,316092196,FIDELITY CRY IND AND D P ETF,
41161,FSLD,316188804,FIDELITY SUSTAIN LOW D B ETF,
41162,FSBD,316188887,SUSTAINABLE CORE PLUS ETF,
41163,FEEM,33939L621,FLEXSHARS E & C E M C I FUND,
41164,GOLY,86280R878,STRATEGY SHS GL HGD BD ETF,
41169,NZUS,78468R473,SPDR MSCI USA CLIMTE P A ETF,
41173,FMCX,66538H211,FM FOCUS EQUITY ETF,
41176,BIAF,09076W109,BIOAFFINITY TECHNOLOGIES INC,1712762
41186,IVEG,46436E395,ISHARES EMERG F AND AT M ETF,
41187,CRYP,00768Y339,ADVISORSHARES MANAGE B S ETF,
41188,UAV,00768Y321,ADVISORSHARES DRONE TECH ETF,
41189,DEHP,25434V757,DIMENSIONAL EMERGI M H P ETF,
41190,DFEV,25434V740,DIMENSIONAL EMERGING M V ETF,
41191,DFEM,25434V732,DIMENSIONAL EMER M C E 2 ETF,
41192,IBLC,46436E361,ISHARES BLOCKCHAIN AND T ETF,
41193,KSET,500767538,KRANESHARES GLOBAL C O S ETF,
41195,VR,37960A834,GLOBAL X METAVERSE ETF,
41201,PLQC,726502107,PLAINS ACQUISITION CORP,1391686
41204,MEGL,G5865E105,MAGIC EMPIRE GLOBAL LTD,1881472
41205,SWEB,46144X875,AXS SHORT CHINA INTERNET ETF,
41206,TARK,46144X487,TRADR 2X LONG INNOVATION ETF,
41207,XDNA.,46437W105,ISHARES GEN IMGY & HC IX ETF,
41208,XHAK.,46437U109,ISHARES CYBRSRTY & TC IX ETF,
41209,XCLN.,46437Y101,ISHARES GLBL CLN ENGY IX ETF,
41210,XEXP.,46438P109,ISHARES EXPO TECHLGS IX ETF,
41212,CBCX.,12546E105,CI GALAXY BLOCKCHAIN IDX ETF,
41213,CMVX.,17165D106,CI GALAXY METAVERSE INDX ETF,
41218,JEPQ,46654Q203,JPMORGAN NASDAQ EQTY P I ETF,
41219,STGF,53656F177,MERK STAGFLATION ETF,
41220,SGE,86335G109,STRONG GLOBAL ENTERTNMNT INC,1893448
41223,BULD,69374H410,PACER BLUESTAR ENGIN T F ETF,
41225,PEPG,713317105,PEPGEN INC,1835597
41226,MPAY,30151E582,AKROS MONTHLY PAYOUT ETF,
41227,ASNS,00503R409,ACTELIS NETWORKS INC,1141284
41229,PFAA.,72001R108,PICTON MAHONEY FORT A A FUND,
41230,DFUV,25434V724,DIMENSIONAL US MARKETW V ETF,
41231,JMEE,46641Q118,JPMORGAN MARKET EXPA E E ETF,
41234,OCTO,22890A302,EIGHTCO HOLDINGS INC,1892492
41236,GABF,36261K400,FINANCIAL SERVICES OPPOR ETF,
41241,HNVR,410710206,HANOVER BANCORP INC,1828588
41243,LQIG,78468R499,SPDR MTAS IT GD 400 CP B ETF,
41257,TILL,53656F144,TEUCRIUM AGRI SGY NO K-1 ETF,
41258,FIG,82889N715,SIMPLIFY MACRO STRATEGY ETF,
41259,COPP.,37962M109,GLOBAL X CPPR PRDCRS INX ETF,
41261,SEIM,81589A205,SEI ENHANCED US L C M F ETF,
41262,SEIQ,81589A106,SEI ENHANCED US L C Q F ETF,
41263,SEIV,81589A304,SEI ENHANCED US L C V F ETF,
41264,SELV,81589A403,SEI ENHANCD LOW V US L C ETF,
41265,ORFN,886364538,ESG ORPHANS ETF,
41268,TUG,53656F151,STF TACTICAL GROWTH ETF,
41269,TUGN,53656F169,STF TACTICAL GROWTH & IN ETF,
41270,HSCS,42254E302,HEART TEST LABORATORIES INC,1468492
41271,MOOD,02072L813,RELATIVE SENTIMENT TAC A ETF,
41273,BYRE,74255Y722,PRINCIPAL REAL ES ACT OP ETF,
41275,MNBD,00162Q411,ALPS INTERMEDIATE MUNI B ETF,
41276,GDIV,41151J703,HARBOR DIV GROWTH LEADRS ETF,
41277,JPRE,46641Q126,JP MORGAN REALTY INCOME ETF,
41279,PFRL,69344A883,PGIM FLOATING RATE INCOM ETF,
41283,CAPE,25861R204,DOUBLELINE SHILLR C US E ETF,
41284,TIPL,25460G310,DIREXION DAILY T B 2X SHARES,
41285,SPBC,82889N848,SIMPLIFY US EQUIT P GBTC ETF,
41287,EGIF.,30170L104,EXEMPLAR GROWTH AND INC FUND,
41288,XCCC,09789C887,BONDBL CCC R USD H Y C B ETF,
41289,XBB,09789C705,BONDBLO BB R USD H Y C B ETF,
41293,IE,46578C108,IVANHOE ELECTRIC INC,1879016
41300,BCAN,31447N204,FEMTO TECHNOLOGIES INC,1888151
41304,FIXT,74280R304,PROCURE DISASTER RECOVRY ETF,
41305,BRKY,25460G237,DIREXION BREAKFAST COM S ETF,
41309,SHPH,825693302,SHUTTLE PHARMACEUTICAL H INC,1757499
41312,AHOY,886364579,NEWDAY OCEAN HEALTH ETF,
41314,GVLU,886364520,GOTHAM 1000 VALUE ETF,
41315,UDI,90290T858,USCF DIVIDEND INCOME FUND,
41317,VMAT,56167N266,V SHARES MSCI W E M & C FUND,
41318,TRFK,69374H386,PACER DATA AND DIGITAL R ETF,
41319,SHPP,69374H378,PACER INDUSTRIALS AND LO ETF,
41320,LONZ,72201R627,PIMCO SENIOR LOAN ACTIVE ETF,
41324,WRNT,93465C106,WARRANTEE INC -ADR,1900564
41325,HLIF.,41756V101,HARVEST CANADIAN EQU I L ETF,
41326,JIRE,46641Q134,JPMORGAN INTERNATI R E E ETF,
41328,NA,G6391Y110,NANO LABS LTD,1872302
41341,BUFQ,33740U752,FT VEST LADDER NASDAQ BUFFER,
41342,OAIE,81752T577,OPTIMIZE AI SMART SE E D ETF,
41343,SYII,87166N700,SYNTAX STRATIFIED T M II ETF,
41344,TIPD,25460G294,DIREXION DY TIPS BR 2X SHARE,
41349,LICN,G5479G108,LICHEN CHINA LTD,1876766
41350,STBX,G8437S115,STARBOX GROUP HOLDINGS LTD,1914818
41357,BITI,74347G291,PROSHARES SHT BITCN STGY ETF,
41360,CPII,886364553,IONIC INFLATION PROTECTI ETF,
41363,IWFG,45409F751,NYLI WINSLOW FC LG CP GR ETF,
41364,IWLG,45409F769,NYLI WINSLOW LG CP GRWTH ETF,
41365,CLOI,92189H748,VANECK CLO ETF,
41366,EHAB,29332G102,ENHABIT INC,1803737
41370,NTZG,67092P789,NUVEEN GLOBAL NET ZER TR ETF,
41371,AGIH,46431W523,ISHARES INFLA HE US AG B ETF,
41372,HYGI,46431W549,ISHARES INFLATI HE H Y B ETF,
41373,AGRH,46431W531,ISHARES INTER R H US A B ETF,
41374,USEA,Y92335101,UNITED MARITIME CORP,1912847
41377,NIWM,90470L477,NIGHTSHARES RUSSELL 2000 ETF,
41378,USNZ,23306X209,XTRACKERS NET ZERO PATHW ETF,
41379,NSPY,90470L493,NIGHTSHARES 500 ETF,
41382,AOTG,02072L730,AOT GROWTH AND INNOVATIO ETF,
41385,FGDL,35473M105,FRANKLIN RESPONSIBLY GOL ETF,
41386,IBDX,46436E312,ISHARES IBONDS DEC 2032 ETF,
41387,XEMD,09789C879,BONDBLOXX JP MORGAN 1-10 ETF,
41388,SSXU,86280R829,DAY HAGAN/NED DA R S S I ETF,
41390,STCE,808524656,SCHWAB CRYPTO ECONOMY ETF,
41394,RATE,37960A784,GLOBAL X INTEREST RT HDG ETF,
41395,IRVH,37960A792,GLOBAL X INT RT VO & INFL HD,
41396,IBTM,46436E296,ISHARES IBONDS D 32 TRM TRSY,
41399,SPCZ,53656G100,RIVERNORTH ENH P-M SPAC ETF,
41402,BDIC.,09204L108,BLACK DIAMOND IMP CO EQ FUND,
41403,TRFM,26922B683,AAM TRANSFORMERS ETF,
41404,NKEQ,46144X685,AXS 2X NKE BEAR ETF,
41405,NVDS,46144X370,TRADR 1.5X SHORT NVDA DY ETF,
41406,PFEL,46144X735,AXS 2X PFE BULL ETF,
41407,PYPS,46144X776,AXS 2X PYPL BEAR ETF,
41408,PYPT,46144X768,AXS 2X PYPL BULL ETF,
41409,PFES,46144X727,AXS 2X PFE BEAR ETF,
41410,TSLQ,46144X867,TRADR 2X SHORT TSLA DALY ETF,
41411,BRSHF,11750K401,BRUUSH ORAL CARE INC,1913210
41412,MEM,577125818,MATTHEWS EMERGING MARKTS ETF,
41414,RENW,41151J802,HARBOR ENERGY TRAN ST ETF,
41416,FIP,35953C106,FTAI INFRASTRUCTURE INC,1899883
41420,MPTI,55380K109,M-TRON INDUSTRIES INC,1902314
41422,BRVMF,10566M106,BRAVO MINING CORP,1913288
41426,TGL,89458T205,TREASURE GLOBAL INC,1905956
41430,SIO,89157W202,TOUCHSTONE STRATEGIC INC OPS,
41431,TSLH,45783Y715,INNOVATOR HDGD TSLA STRT ETF,
41434,MMSB,45409F744,IQ MACKAY MULTI-SECTOR INCME,
41447,LCF,89157W400,TOUCHSTONE US LG CP FCSD ETF,
41448,LIPO,53630L100,LIPELLA PHARMACEUTICALS INC,1347242
41454,CGV,90214Q584,CONDUCTOR GLOBAL EQ VAL ETF,
41455,BCDF,53656G209,HORIZON KINETICS BLO DEV ETF,
41456,SESG,85210H109,SPROTT ESG GOLD ETF,
41459,FSUN,33767U107,FIRSTSUN CAP BANCORP,1709442
41468,HPCO,42371L205,HEMPACCO CO INC,1892480
41469,LCLG,00770X246,LOGAN CAPITAL BROA IN GR ETF,
41474,SPGC,78577G202,SACKS PARENTE GOLF INC,1934245
41476,AAPB,38747R884,GRANITESHARES 2X LG AAPL DLY,
41477,AAPD,25461A304,DIREXION DAILY A B 1X SHARES,
41478,AAPU,25461A874,DIREXION DAILY AAPL BL 2X SH,
41479,CONL,38747R801,GRANITESHARES 2X LG COIN DLY,
41481,TBIL,74933W452,US TREASURY 3 MONTH BILL ETF,
41482,UTEN,74933W536,US TREASURY 10 YEAR NOTE ETF,
41483,UTWO,74933W486,US TREASURY 2 YEAR NOTE ETF,
41484,TSLS,25460G260,DIREXION DAILY T B 1X SHARES,
41485,TSLL,25460G286,DIREXION DAILY TSLA BL 2X SH,
41486,TSL,38747R702,GRANITESHARES 1.25X LNG TSLA,
41487,TSLI,38747R876,GRANITESHARES 1X SH TSLA DLY,
41488,TWEB,886364512,SOFI WEB 3 ETF,
41489,DRLL,02072L722,STRIVE US ENERGY ETF,
41490,JGRO,46654Q609,JPMORGAN ACTIVE GROWTH ETF,
41491,UTIL.,37964F102,GLOBAL X CAN UTL HGH DIV IDX,
41493,EVAV,25460G146,DIREXION D E & A V B 2X SHRS,
41496,SPKX,21258A201,CONVEXITYSHARES 1X SPI F ETF,
41497,SPKY,21258A102,CONVEXITYSHAR D 1.5X S F ETF,
41498,BMR,M1R79L104,BEAMR IMAGING LTD,1899005
41501,AMID,02072L839,ARGENT MID CAP ETF,
41505,LDDD,54303E209,LONGDUODUO CO LTD,1892316
41507,GCT,G38644103,GIGACLOUD TECHNOLOGY INC,1857816
41508,BPAY,09290C889,BLACKROCK FU FIN AND TEC ETF,
41509,AZTD,886364470,AZTLAN GLOBA S S DM SMID ETF,
41513,HYGW,46436E320,ISHARES HIGH YI C B BW S ETF,
41514,LQDW,46436E288,ISHARES INVE G C B B W S ETF,
41515,TLTW,46436E338,ISHARES 20 YEA T B B W S ETF,
41518,PDBA,46090F308,INVESCO AGRICUL C S N K1 ETF,
41519,MSOX,00768Y313,ADVISORSHARES MSOS 2X DA ETF,
41520,NDIV,032108730,AMPLIFY NATURAL RESO D I ETF,
41521,FDLS,66538H187,INSPIRE FIDELIS MU F ESG ETF,
41522,THRD,88427A107,THIRD HARMONIC BIO INC,1923840
41527,IBRN,46436E353,ISHARES NEUROSCIENCE A H ETF,
41532,ZHYBF,G989A3109,ZHONG YUAN BIO-TECHNOL H LTD,1672886
41534,SPYI,78433H303,NEOS S&P 500 HIGH INCOME ETF,
41535,TCBN.,87251J101,TD GLOBAL CARBN CRDT IDX ETF,
41536,BNDI,78433H402,NEOS ENHANCED INCM AG BD ETF,
41537,CSHI,78433H501,NEOS ENHANCED INCO 1-3 M ETF,
41538,GNLX,36870H103,GENELUX CORP,1231457
41539,XPER,98423J101,XPERI INC,1788999
41542,LYFR.,55236F106,LYSANDER-CANSO FL RT ACTVETF,
41543,LYCT.,55235R101,LYSANDER-CANSO CP TR ACTVETF,
41544,KPOP,301505491,JAKOTA K POP AND KOR ENT ETF,
41545,ASST,04541A204,ASSET ENTITIES INC,1920406
41548,ICG,45828E104,INTCHAINS GROUP LTD  -ADR,1895597
41550,HUTS.,40737J104,HAMILTON ENHANCED UTILIT ETF,
41551,AMZD,25461A502,DIREXION DA AMZN B 1X SHARES,
41552,AMZU,25461A858,DIREXION DAILY AMZN BL 2X SH,
41553,GGLL,25461A841,DIREXION DALY GOOGL BL 2X SH,
41554,GGLS,25461A601,DIREXION DAI GOOGL BEAR 1X S,
41555,MSFD,25461A403,DIREXION DAILY MSFT BEA 1X S,
41556,GPMD.,40146G105,GUARDPATH MANAGE D 2042 FUND,
41557,BLLD,46654Q500,JPMORGAN SUSTAINABLE INF ETF,
41558,BSCW,46139W858,INVESCO BULLETS 2032 C B ETF,
41559,BSJU,46139W841,INVESCO BUS 2030 H Y C B ETF,
41560,CIRC,46654Q401,JPMORGAN SUSTAINABLE CON ETF,
41561,IBIT.1,26922B675,DEFIANCE DAILY S D THE E ETF,
41562,UPWD,46654Q302,JPMORGAN SOCIAL ADVANCEM ETF,
41563,EMCA,29102W105,EMERGE EMPWR SUSTAIN D E ETF,
41564,EMCH,29102W402,EMERGE EMPWR SUSTA E M E ETF,
41565,EMZA,29102W303,EMERGE EMPWR SUSTA G C E ETF,
41566,OSEA,41151J885,HARBOR INTERNATIONAL COM ETF,
41567,IDVO,032108722,AMPLIFY INTERNATIO E D I ETF,
41569,PRZO,M7S13T102,PARAZERO TECHNOLOGIES LTD,1916241
41570,JUNE,G5294K110,JUNEE LTD,1897087
41573,EMGC,29102W204,EMERGE EMPWR SUSTA S G E ETF,
41574,EMPW,29102W501,EMERGE EMPWR UNIFIED S E ETF,
41575,FHIS.,35249A104,FRANKLIN CAN ULT SRT TRM BND,
41579,HBKD.,08664V101,BETAPRO EQU W C B 2X D B ETF,
41580,HBKU.,08664A107,BETAPRO EQ W C B 2X D BU ETF,
41581,THLV,885155101,THOR LOW VOLATILITY ETF,
41582,SDGS,886364447,NEWDAY SUSTAINABLE DEV E ETF,
41583,KARB,26922B691,CARBON STRATEGY ETF,
41585,MNY.,74643B103,PURPOSE CASH MANAGEMENT FD,
41586,TAFI,00039J202,AB TAX-AWARE SHORT DUR M ETF,
41587,YEAR,00039J103,AB ULTRA SHORT INCOME ETF,
41588,XFIV,09789C838,BONDBLOXX BL  Y T D US T ETF,
41589,OAIM,90470L444,ONEASCENT INTERNATIONA E ETF,
41590,XHLF,09789C788,BONDBLOXX B S M T D US T ETF,
41591,XTRE,09789C846,BONDBLOXX B T Y T D US T ETF,
41592,XTWY,09789C796,BONDBLOXX B T Y T D U T ETF,
41593,XTWO,09789C853,BONDBLOXX BL T Y T D U T ETF,
41594,KDIV,500767496,KRANESHARES S& P A D A I ETF,
41596,OAEM,90470L469,ONEASCENT EMERGING MARKE ETF,
41597,XONE,09789C861,BONDBLOXX B O Y T D US T ETF,
41598,XSVN,09789C820,BONDBLOXX B S Y T D US T ETF,
41599,XTEN,09789C812,BONDBLOXX B T Y T D U TR ETF,
41600,STRV,02072L680,STRIVE 500 ETF,
41601,BUYW,66538H179,MAIN BUYWRITE ETF,
41605,CCSO,88634T105,CARBON COLLECTIVE CLMTE SLTS,
41606,DXQ.,26786L108,DYNAMIC ACTIVE ED YLD CVR OP,
41607,DIVD,02072L656,ALTRIUS GLOBAL DIVIDEND ETF,
41609,IWTR,46436E346,ISHARES MSCI WATER MAN M ETF,
41610,HESG.,41753Q105,HARVEST ESG EQUITY INC I ETF,
41611,BILT.,30052N202,EVOLVE SLATE GL R E E Y FUND,
41612,XC,97717Y535,WISDOMTREE EMERG M EX-C FUND,
41613,XSEP,33740U810,FT VES US E E A M B ETF SEPT,
41615,PRME,74168J101,PRIME MEDICINE INC,1894562
41616,CVKD,127636207,CADRENAL THERAPEUT INC,1937993
41618,CCOM.,17160D101,CI AUSPICE BROAD COMDTY FUND,
41619,CGRB.,12568M100,CI GLOBAL GREEN BOND FUND,
41620,CGRN.,12568A106,CI GLOBAL STNBL INFRAST FUND,
41621,NXU,62956D204,NXU INC,1971382
41622,BHVN,G1110E107,BIOHAVEN LTD,1935979
41623,BHM,09631H100,BLUEROCK HOMES TRST INC,1903382
41625,FETH.,31580Y702,FIDELITY ADVANTAG E ETF FUND,
41626,JHDV,47804J768,US HIGH DIVIDEND ETF,
41627,WLGS,G9T22C100,WANG & LEE GROUP INC,1899658
41628,NOPE,886364454,NOBLE ABSOLUTE RETURN ETF,
41629,NXTE,46144X586,AXS GREEN ALPHA ETF,
41630,AVIE,025072240,AVANTIS INFLATION FOC EQ ETF,
41631,AVGE,025072232,AVANTIS ALL EQUITY MAKTS ETF,
41632,PBDC,746729508,PUTNAM BDC INCOME ETF,
41633,MAXI,82889N673,SIMPLIFY BITCOIN ST PLUS ETF,
41635,SYNB,746729805,PUTNAM BIOREVOLUTION ETF,
41636,CWD,13000T109,CALIBERCOS INC,1627282
41640,MBLY,60741F104,MOBILEYE GLOBAL INC,1910139
41641,ARBB,G0447T100,ARB IOT GROUP LTD,1930179
41644,BWEB,091748103,BITWISE WEB3 ETF,
41646,EOCT,45782C623,INNOV MSCI EM PBUF ETF OCT,
41647,IOCT,45782C631,INNOVTR MSCI EAFE PB ETF OCT,
41648,SRHQ,210322103,SRH US QUALITY ETF,
41649,RYLG,37960A776,GLOBAL X RL 2000 CD CL & GTH,
41650,TSME,88588G109,THRIVENT SMALL-MID CAP ESG,
41651,BRLN,092528405,BLACKROCK FLOATING RATE LOAN,
41652,SMOT,92189H730,VANECK MORNINGSTAR SMID MOAT,
41653,XUSP,45783Y699,INNOVATOR UNCD ACD US EQ ETF,
41654,TUSI,89157W301,TOUCHSTONE ULTRA SHRT IN ETF,
41655,SHOC,02072L672,STRIVE US SEMICONDUCTOR ETF,
41656,DSMC,26922B667,DISTILLATE SML/MID C FLW ETF,
41658,NSPL,90470L428,NIGHTSHARES 500 1X/1.5X ETF,
41662,FTEL,G35150104,FITELL CORP,1928581
41663,YALL,886364462,GOD BLESS AMERICA ETF,
41664,HFND,886364439,UNLIMITED HFND M STGY RN TR,
41665,MODL,92647P126,VICTORYSHARES WESTEND US SR,
41666,SCMB,808524649,SCHWAB MUNICIPAL BOND,
41670,HAPI,41151J877,HARBOR HUMAN CA F US L C ETF,
41671,KMET,500767512,KRANESHARES ELECTN MTLS SGY,
41672,SDSI,025072257,AMERICAN CENTURY S D S INC,
41673,QQQS,46138G482,INVESCO NASDAQ FTRE GEN 200,
41674,MCH,577125834,MATTHEWS CHINA ACTIVE ETF,
41675,BRNY,02072L649,BURNEY US FACTOR ROTATIN ETF,
41676,DAMG.,25058T104,DESJARDINS ALT L/S G E M ETF,
41679,BBLU,02072L714,EA BRIDGEWAY BLUE CHIP ETF,
41680,XCOR,360876809,FUNDX ETF,
